query_id,time_ms,x0,y0,x1,y1
00940e97-e924-418a-b201-c4a8483eb845,1545599,0.08,0.18,0.36,0.88
00940e97-e924-418a-b201-c4a8483eb845,1560319,0.07,0.23,0.36,0.88
00be5644-b979-4cea-b918-2c56db537edc,177377,0.48,0.78,0.7,0.94
00be5644-b979-4cea-b918-2c56db537edc,177377,0.78,0.78,0.96,0.98
00be5644-b979-4cea-b918-2c56db537edc,192158,0.49,0.77,0.7,0.94
00be5644-b979-4cea-b918-2c56db537edc,192158,0.77,0.78,0.96,0.98
00be5644-b979-4cea-b918-2c56db537edc,251284,0.49,0.78,0.7,0.94
00be5644-b979-4cea-b918-2c56db537edc,251284,0.78,0.78,0.96,0.98
00be5644-b979-4cea-b918-2c56db537edc,487787,0.5,0.76,0.71,0.93
00be5644-b979-4cea-b918-2c56db537edc,487787,0.76,0.76,0.95,0.98
00d61cc4-fbfc-46d5-a493-9111612d7db3,188133,0.7,0.46,0.96,0.76
00d61cc4-fbfc-46d5-a493-9111612d7db3,193666,0.73,0.46,0.97,0.78
00d61cc4-fbfc-46d5-a493-9111612d7db3,199199,0.77,0.45,0.98,0.79
00d61cc4-fbfc-46d5-a493-9111612d7db3,204733,0.83,0.46,1.0,0.82
00eb3555-67f4-4f3f-9a6a-287dfbf7b459,45478,0.26,0.18,0.56,0.95
00eb3555-67f4-4f3f-9a6a-287dfbf7b459,46446,0.285,0.18,0.585,0.95
00eb3555-67f4-4f3f-9a6a-287dfbf7b459,47414,0.31,0.18,0.61,0.95
00eb3555-67f4-4f3f-9a6a-287dfbf7b459,48381,0.335,0.18,0.635,0.95
00eb3555-67f4-4f3f-9a6a-287dfbf7b459,49349,0.36,0.18,0.66,0.95
010680f0-0751-4f3d-b08d-d0d911af0780,86566,0.535,0.6,0.76,0.855
010680f0-0751-4f3d-b08d-d0d911af0780,88199,0.535,0.6,0.76,0.855
010680f0-0751-4f3d-b08d-d0d911af0780,89833,0.535,0.6,0.76,0.855
010680f0-0751-4f3d-b08d-d0d911af0780,91466,0.535,0.6,0.76,0.855
010680f0-0751-4f3d-b08d-d0d911af0780,93099,0.535,0.6,0.76,0.855
010680f0-0751-4f3d-b08d-d0d911af0780,94733,0.535,0.6,0.76,0.855
010680f0-0751-4f3d-b08d-d0d911af0780,96366,0.535,0.6,0.76,0.855
010680f0-0751-4f3d-b08d-d0d911af0780,98000,0.535,0.6,0.76,0.855
010680f0-0751-4f3d-b08d-d0d911af0780,99633,0.535,0.6,0.76,0.855
010680f0-0751-4f3d-b08d-d0d911af0780,101266,0.535,0.6,0.76,0.855
010680f0-0751-4f3d-b08d-d0d911af0780,114333,0.535,0.6,0.76,0.855
010680f0-0751-4f3d-b08d-d0d911af0780,122500,0.535,0.6,0.76,0.855
01235135-6871-4d6b-ba0c-7c1a29c890ae,32615,0.26,0.21,0.74,0.86
01235135-6871-4d6b-ba0c-7c1a29c890ae,37412,0.26,0.21,0.74,0.86
01235135-6871-4d6b-ba0c-7c1a29c890ae,41249,0.265,0.215,0.735,0.855
01235135-6871-4d6b-ba0c-7c1a29c890ae,42208,0.265,0.215,0.735,0.855
01235135-6871-4d6b-ba0c-7c1a29c890ae,47964,0.265,0.215,0.735,0.855
01235135-6871-4d6b-ba0c-7c1a29c890ae,48923,0.265,0.22,0.735,0.86
01235135-6871-4d6b-ba0c-7c1a29c890ae,49883,0.265,0.22,0.735,0.86
01aea2e5-1820-496c-88b7-3b86574247c0,107607,0.63,0.34,0.86,0.64
01aea2e5-1820-496c-88b7-3b86574247c0,110110,0.54,0.56,0.76,0.9
01ef5ac3-d54d-4969-8db8-b22ccff02e25,528000,0.3,0.52,0.7,0.93
01ef5ac3-d54d-4969-8db8-b22ccff02e25,536000,0.3,0.52,0.7,0.93
01ef5ac3-d54d-4969-8db8-b22ccff02e25,560000,0.3,0.52,0.7,0.93
02877d71-abdf-4f02-a872-d1f4028806a8,262799,0.52,0.47,0.575,0.56
02c51467-095f-461a-9bd1-669776b4d6d4,36000,0.216,0.315,0.794,0.61
02c883d6-5036-4f53-99c9-fc4a6cf79242,537733,0.47,0.3,0.59,0.8
02c883d6-5036-4f53-99c9-fc4a6cf79242,552266,0.52,0.31,0.65,0.8
02d25895-c908-40b8-a885-002984c0d11f,13613,0.455,0.87,0.535,0.985
031cf34b-f748-45b0-8af5-9b852d1a6ec3,994616,0.05,0.13,0.17,0.33
031cf34b-f748-45b0-8af5-9b852d1a6ec3,1018583,0.05,0.13,0.17,0.33
0348bfb3-e4fa-4230-9742-961af6741457,730262,0.555,0.585,0.78,0.88
0348bfb3-e4fa-4230-9742-961af6741457,742041,0.555,0.585,0.78,0.88
03ea8e20-a6e3-4d2e-8914-6e58a8baf11e,0,0.07,0.12,0.8,0.95
03ea8e20-a6e3-4d2e-8914-6e58a8baf11e,1000,0.07,0.12,0.8,0.95
03ea8e20-a6e3-4d2e-8914-6e58a8baf11e,2000,0.07,0.12,0.8,0.95
03ea8e20-a6e3-4d2e-8914-6e58a8baf11e,3000,0.07,0.12,0.8,0.95
03ea8e20-a6e3-4d2e-8914-6e58a8baf11e,4000,0.07,0.12,0.8,0.95
03ea8e20-a6e3-4d2e-8914-6e58a8baf11e,5000,0.07,0.12,0.8,0.95
03ea8e20-a6e3-4d2e-8914-6e58a8baf11e,6000,0.06,0.34,0.53,0.95
040ab50b-8a28-40c4-b6bc-e53863ce8dc6,181720,0.44,0.25,0.87,0.78
040ab50b-8a28-40c4-b6bc-e53863ce8dc6,264320,0.45,0.22,0.65,0.74
0463c5a6-2b25-40d8-b6a5-9c542e656070,9676,0.4,0.05,0.8,0.95
0463c5a6-2b25-40d8-b6a5-9c542e656070,10643,0.42,0.25,0.8,0.9
04a20847-fcc2-4bf4-b0fa-e72c5487c653,357557,0.82,0.23,0.985,0.804
04a20847-fcc2-4bf4-b0fa-e72c5487c653,363830,0.82,0.23,0.985,0.804
04a20847-fcc2-4bf4-b0fa-e72c5487c653,388921,0.82,0.23,0.985,0.804
04a20847-fcc2-4bf4-b0fa-e72c5487c653,420286,0.82,0.23,0.985,0.804
04d0dd25-a8ab-49cc-8a60-6476dfffd942,15682,0.38,0.16,0.71,0.94
04d0dd25-a8ab-49cc-8a60-6476dfffd942,23523,0.4,0.16,0.73,0.94
04d0dd25-a8ab-49cc-8a60-6476dfffd942,47047,0.36,0.15,0.7,0.94
04ed4d4e-7aac-4a4d-8f7c-2f91d21f4981,120500,0.24,0.12,0.78,0.62
04ed4d4e-7aac-4a4d-8f7c-2f91d21f4981,124516,0.23,0.09,0.78,0.58
051b2de8-ba20-4d58-975f-d34c91f18397,0,0.377,0.235,0.531,0.902
051b2de8-ba20-4d58-975f-d34c91f18397,15415,0.405,0.232,0.558,0.896
051b2de8-ba20-4d58-975f-d34c91f18397,53953,0.39,0.236,0.544,0.888
051b2de8-ba20-4d58-975f-d34c91f18397,92492,0.58,0.215,0.83,0.875
051b2de8-ba20-4d58-975f-d34c91f18397,169569,0.59,0.21,0.84,0.88
051b2de8-ba20-4d58-975f-d34c91f18397,254354,0.598,0.246,0.821,0.767
051b2de8-ba20-4d58-975f-d34c91f18397,292892,0.583,0.23,0.83,0.87
051b2de8-ba20-4d58-975f-d34c91f18397,354554,0.58,0.225,0.83,0.875
051b2de8-ba20-4d58-975f-d34c91f18397,400800,0.585,0.23,0.825,0.875
051b2de8-ba20-4d58-975f-d34c91f18397,454754,0.59,0.25,0.85,0.88
051b2de8-ba20-4d58-975f-d34c91f18397,524123,0.58,0.23,0.835,0.88
051b2de8-ba20-4d58-975f-d34c91f18397,554954,0.58,0.23,0.835,0.88
051b2de8-ba20-4d58-975f-d34c91f18397,616616,0.59,0.23,0.84,0.88
051b2de8-ba20-4d58-975f-d34c91f18397,662862,0.42,0.27,0.568,0.92
051b2de8-ba20-4d58-975f-d34c91f18397,709108,0.385,0.26,0.54,0.92
051b2de8-ba20-4d58-975f-d34c91f18397,770770,0.58,0.23,0.835,0.88
051b2de8-ba20-4d58-975f-d34c91f18397,870970,0.395,0.23,0.545,0.9
051c7eaf-af1e-40f4-9348-3f4dea3e07ca,305333,0.54,0.43,0.9,0.64
05200cd4-d857-4a7b-92a7-da3ac0d05a71,9800,0.21,0.09,0.82,0.32
0523ac78-29e8-4c3f-8140-6ccefc99ead8,189800,0.0,0.33,1.0,0.99
0523ac78-29e8-4c3f-8140-6ccefc99ead8,192399,0.0,0.32,1.0,0.99
0523ac78-29e8-4c3f-8140-6ccefc99ead8,195000,0.0,0.32,1.0,0.99
0523ac78-29e8-4c3f-8140-6ccefc99ead8,197600,0.0,0.35,1.0,0.99
0523ac78-29e8-4c3f-8140-6ccefc99ead8,200199,0.0,0.42,1.0,0.99
053511f2-427f-4333-94eb-7200f2d95877,16250,0.43,0.585,0.66,0.775
053511f2-427f-4333-94eb-7200f2d95877,19500,0.435,0.59,0.67,0.79
053511f2-427f-4333-94eb-7200f2d95877,22750,0.44,0.59,0.675,0.79
053511f2-427f-4333-94eb-7200f2d95877,26000,0.44,0.595,0.675,0.795
05561aee-f697-4036-9857-fc8ae1bdc5c4,54333,0.47,0.229,0.575,0.66
05561aee-f697-4036-9857-fc8ae1bdc5c4,65199,0.466,0.154,0.585,0.649
05561aee-f697-4036-9857-fc8ae1bdc5c4,86933,0.469,0.18,0.585,0.652
05561aee-f697-4036-9857-fc8ae1bdc5c4,97800,0.469,0.19,0.583,0.655
05561aee-f697-4036-9857-fc8ae1bdc5c4,1010599,0.333,0.22,0.509,0.667
059062fb-6c68-4a8c-bbd8-0d107522671a,16057,0.36,0.13,0.72,0.5
05d5bc25-3175-4974-9df6-bf1823201d05,100333,0.61,0.104,0.856,0.232
05d5bc25-3175-4974-9df6-bf1823201d05,102666,0.61,0.104,0.856,0.232
05d5bc25-3175-4974-9df6-bf1823201d05,172666,0.14,0.254,0.37,0.347
05d5bc25-3175-4974-9df6-bf1823201d05,175000,0.14,0.254,0.37,0.347
061b1949-c003-4cc7-8302-a854ae9ed464,1182133,0.058,0.57,0.27,0.895
061b7a21-4aec-4bdd-82c5-a472ea3fc28a,293626,0.536,0.267,0.704,0.667
061b7a21-4aec-4bdd-82c5-a472ea3fc28a,309642,0.486,0.25,0.654,0.675
0651fd2f-9c64-4041-a355-48648a88e98c,24159,0.585,0.52,0.865,0.69
0657dd15-b3ec-487d-a3da-410eb5f2aeb7,0,0.52,0.52,0.92,0.595
0665cf23-4219-4c3c-9fed-2b48734b1ec9,71938,0.38,0.14,0.56,0.42
0665cf23-4219-4c3c-9fed-2b48734b1ec9,82215,0.46,0.36,0.58,0.61
0665cf23-4219-4c3c-9fed-2b48734b1ec9,113046,0.42,0.23,0.55,0.41
0665cf23-4219-4c3c-9fed-2b48734b1ec9,164430,0.42,0.45,0.63,0.68
0665cf23-4219-4c3c-9fed-2b48734b1ec9,174707,0.45,0.42,0.6,0.62
0665cf23-4219-4c3c-9fed-2b48734b1ec9,184984,0.46,0.47,0.66,0.69
06c0130f-5452-4ad0-aaec-6e794ac32557,6840,0.43,0.545,0.84,0.7
06c0130f-5452-4ad0-aaec-6e794ac32557,8550,0.43,0.545,0.84,0.7
06e835c1-5bba-4c32-a002-c81e398e11aa,52733,0.135,0.368,0.228,0.743
06e835c1-5bba-4c32-a002-c81e398e11aa,52733,0.436,0.534,0.62,0.696
06e835c1-5bba-4c32-a002-c81e398e11aa,52733,0.57,0.41,0.866,0.842
070f96a9-f3bf-4d8d-9bbb-3075bfd6a96a,594193,0.07,0.12,0.452,0.93
073b3fdc-5456-4020-98a3-0066fc434513,8675,0.1,0.52,0.38,0.9
073b3fdc-5456-4020-98a3-0066fc434513,10844,0.36,0.52,0.95,0.92
0870bba9-5e5b-42de-b0af-22f6562149f3,104103,0.18,0.42,0.86,0.72
0870bba9-5e5b-42de-b0af-22f6562149f3,105188,0.18,0.42,0.86,0.72
08963740-c327-4345-b30a-20611c53aba0,0,0.72,0.19,0.985,0.72
08963740-c327-4345-b30a-20611c53aba0,967,0.72,0.19,0.985,0.72
08963740-c327-4345-b30a-20611c53aba0,1935,0.72,0.19,0.985,0.72
08963740-c327-4345-b30a-20611c53aba0,2902,0.72,0.19,0.985,0.72
08963740-c327-4345-b30a-20611c53aba0,3870,0.72,0.19,0.985,0.72
08963740-c327-4345-b30a-20611c53aba0,4838,0.72,0.19,0.985,0.72
08963740-c327-4345-b30a-20611c53aba0,5805,0.72,0.19,0.985,0.72
08963740-c327-4345-b30a-20611c53aba0,6773,0.72,0.19,0.985,0.72
08963740-c327-4345-b30a-20611c53aba0,7741,0.72,0.19,0.985,0.72
08963740-c327-4345-b30a-20611c53aba0,8708,0.72,0.19,0.985,0.72
08963740-c327-4345-b30a-20611c53aba0,9676,0.72,0.19,0.985,0.72
08963740-c327-4345-b30a-20611c53aba0,10643,0.72,0.19,0.985,0.72
08963740-c327-4345-b30a-20611c53aba0,11611,0.72,0.19,0.985,0.72
08bccb0b-82b7-40ee-9c11-c182f8840a67,16000,0.312,0.484,0.478,0.686
08bccb0b-82b7-40ee-9c11-c182f8840a67,17000,0.335,0.487,0.508,0.694
08bccb0b-82b7-40ee-9c11-c182f8840a67,18000,0.371,0.5,0.536,0.703
08c5991e-c161-4f88-a822-74575d9e5d50,1391750,0.06,0.035,0.22,0.31
08c5991e-c161-4f88-a822-74575d9e5d50,1391750,0.37,0.04,0.53,0.31
08d4bb28-035d-4c61-b7e2-622a3fbf1ecd,284366,0.71,0.28,0.88,0.64
094ac99e-f778-435c-b505-620156557fb1,298798,0.705,0.18,0.975,0.88
094ac99e-f778-435c-b505-620156557fb1,325358,0.706,0.205,0.976,0.885
